UBI	EAN	Lote	Caducidad	Piezas
4-1-16	7501908257518	21129	6.2014	82
4-1-16	7501908257518	21174	8.2014	88
4-1-16	7502010840216	S11121	7.2013	18
4-1-16	7502010840230	S12232	7.2014	125
4-1-16	7502211788362	R1105727	5.2013	25
4-1-16	7502211788362	R1106897	6.2013	59
4-1-16	7502211788362	R1108206	8.2013	252
4-1-16	7502211788416	R1207613	7.2014	35
4-1-16	7502211788447	R1202096	2.2014	5
4-1-16	7502215220608	110111	1.2014	11
4-1-18	7501125195464	D062677	6.2015	144
4-1-19	7501125195464	D052577	11.2014	432
4-1-19	7501125195464	D062721	11.2014	648
4-1-19	7501125195464	D111984	11.2014	216
4-1-20	7501125195457	D032356	3.2015	161
4-1-21	7501125195457	D032356	3.2015	600
4-1-22	7501125195471	A032228	3.2017	1000
4-1-23	7501075716740	270061	1.2016	1
4-1-23	7501277036233	85F12	6.2017	999
4-1-23	7501277036233	467C12	3.2017	45
4-1-23	7501277036233	783E12	5.2017	1314
4-1-23	7501277036233	1185F12	6.2017	5152
4-1-23	7501277036233	1470612	7.2017	652
4-1-23	7501277036233	1805H12	8.2017	1109
4-1-23	7501547518179	120512	5.2014	2994
4-1-23	7501547518179	120513	5.2014	2998
4-1-24	7501573902706	L11214	9.2014	240
4-1-24	7501573902706	L11215	9.2014	323
4-1-25	7501125195327	D102021	10.2015	50
4-2-01	7501672600503	2101985	10.2015	4752
4-2-03	7501125102196	Q052267	5.2015	360
4-2-03	7501446004087	121106	9.2014	6720
4-2-04	7501075715088	730162	10.2014	672
4-2-04	7501075715088	730172	11.2014	49
4-2-04	7501573900535	SG1213	7.2015	708
4-2-05	7501075710113	21032	10.2014	1680
4-2-06	7501075710113	21032	10.2014	1680
4-2-10	7501109904143	CC25700	2.2014	295
4-2-10	7501124103323	11106318	6.2013	98
4-2-10	7501124103477	I1007482	7.2014	396
4-2-10	7501124103477	I1105290	4.2013	336
4-2-10	7501124103477	I1109627	9.2015	3
4-2-10	7501124103477	I1110765	10.2015	15
4-2-10	7501124103477	I1201049	1.2016	32
4-2-10	7501125193446	K092420	9.2014	101
4-2-10	7501590233043	T07002	7.2013	1950
4-2-11	7501908257518	21129	6.2014	270
4-2-12	7501908253602	21191	9.2014	540
4-2-12	7501908255613	21094	5.2014	1870
4-2-12	7501908255613	21147	7.2014	540
4-2-13	75010218	110135	10.2013	27
4-2-13	7501037905588	105710	7.2013	4
4-2-13	7501037980219	155183	7.2014	30
4-2-13	7501037980219	255853	9.2015	20
4-2-13	7501125100192	D050044	5.2013	3
4-2-13	7501125142987	D051298	5.2013	1
4-2-13	7501289512657	11MZ002	6.2013	5
4-2-13	7501303449501	XB304PS	2.2017	10
4-2-13	7501493961210	DI01412	3.2014	20
4-2-13	7501573900115	SA1244	1.2014	2
4-2-13	7501573900429	SE1242	5.2014	20
4-2-13	7501825301554	673A	9.2014	7
4-2-13	7503000422320	111922	5.2013	3
4-2-13	7503000422337	113999	12.2013	8
4-2-13	7504016415016	12071711	7.2017	310
4-2-14	7502211788454	R1108330	9.2013	3000
4-2-15	0000000004279	1573G12	7.2017	11700
4-2-16	0000000004279	1576G12	7.2017	12000
4-2-17	0000000004279	1573G12	7.2017	12000
4-2-18	0000000004279	1576G12	7.2017	12000
4-2-19	0000000004279	1576G12	7.2017	4800
4-2-20	7501277005611	1247F12	6.2015	1952
4-2-21	7501349021075	Q092356	9.2014	204
4-2-21	7501349021075	Q092364	9.2014	12
4-2-22	7501471888089	IL8550	9.2013	5179
4-2-25	7503004908622	1206885	6.2014	4072
4-3-10	7501125102196	Q72599	7.2015	72
4-3-10	7501125102196	Q072599	7.2015	144
4-3-11	7501125102196	Q072599	7.2015	216
4-3-12	7501125102196	Q72599	7.2015	72
4-3-12	7501125102196	Q072599	7.2015	144
4-3-13	7501125195426	D022275	2.2015	1152
4-3-14	7501125195426	D062717	6.2015	1152
4-3-15	7501125195426	D062717	6.2015	1152
4-3-16	786759213228	V12F19C	6.2014	500
4-3-16	786759213228	V12G15E	7.2014	1000
4-3-17	786759213228	V12F18D	6.2014	1150
4-3-20	7501125195464	D052577	5.2015	48
4-3-20	7501125195464	D062721	6.2015	24
4-3-20	7501125195464	D111984	11.2014	22
4-3-21	7501125195457	D032356	5.2015	236
4-3-23	7501125195457	D032356	3.2015	360
4-3-24	7501125195457	D032356	3.2015	360
4-3-25	7501125195457	D032356	3.2015	360
4-3-26	7501125195457	D032356	3.2015	360
4-3-27	7501125195457	D032356	3.2015	360
4-3-28	7501125195457	D032356	3.2015	360
4-3-29	7501125195457	D032356	3.2015	360
4-3-30	7501125195457	D032356	3.2015	360
4-4-10	7501125102196	Q032024	3.2015	144
4-4-10	7501125102196	Q052282	5.2015	32
4-4-11	7501125102196	Q072599	7.2015	216
4-4-12	7501125195426	D062717	6.2015	1152
4-4-13	7501125195426	D062717	6.2015	1152
4-4-14	7501125195426	D062717	6.2015	1152
4-4-15	786759213228	V12F18D	6.2014	1500
4-4-16	786759213228	V12G15E	7.2014	1500
4-4-17	786759213228	V12G15E	7.2014	1500
4-4-18	786759213075	V12G06I	7.2014	504
4-4-18	786759213228	V12G15E	7.2014	1150
4-4-19	786759213228	V12F19C	6.2014	2000
4-4-20	786759213228	V12F18D	6.2014	1000
4-4-20	786759213228	V12G15E	7.2014	800
4-4-21	7501125195457	D032356	3.2015	38
4-4-21	7501125195457	D111981	11.2014	372
4-4-22	7501125195457	D032356	3.2015	360
4-4-23	7501125195457	D032356	3.2015	360
4-4-24	7501125195457	D032356	3.2015	360
4-4-25	7501125195457	D032356	3.2015	360
4-4-26	7501125195457	D032356	3.2015	360
4-4-27	7501125195457	D032356	3.2015	360
4-4-28	7501125195457	D032356	3.2015	360
4-4-29	7501125195457	D032356	3.2015	360
4-4-30	7501125195457	D032356	3.2015	360
5-1-10	7501125195372	4082880	8.2015	20
5-1-10	7501125195471	1121937	12.2016	2
5-1-10	7501125195495	4052556	5.2015	50
5-1-13	7501125195365	D22279	2.2015	36
5-1-13	7501125195365	D042488	4.2015	6
5-1-13	7501125195365	D062654	6.2015	12
5-1-13	7501125195365	D062739	6.2015	54
5-1-13	7501125195365	D101892	10.2014	6
5-1-13	7501125195365	D111986	11.2014	45
5-1-16	7501125197208	D052601	5.2015	114
5-1-17	7501125195327	D102021	10.2015	66
5-1-18	7501125195327	D082906	8.2015	509
5-1-19	7501125195327	D082906	8.2015	600
5-1-20	7501125195327	D082906	8.2015	600
5-1-21	7501125195327	D082906	8.2015	600
5-1-22	7501125195327	D082906	8.2015	600
5-1-23	7501125195327	D082906	8.2015	600
5-1-24	7501125195327	D082906	8.2015	600
5-1-25	7501125195327	D082906	8.2015	600
5-1-26	7501125195327	D082906	8.2015	600
5-1-27	7501125195327	D102021	10.2015	600
5-1-28	7501125195327	D102021	10.2015	600
5-2-10	0304091215013	1639522	6.2013	1
5-2-10	0304091782690	86551212	8.2013	310
5-2-10	7502208892782	208916	8.2014	47
5-2-10	7502216793965	116015	6.2013	1
5-2-10	7503001007724	72168	3.2014	5
5-2-10	7503001007724	201404	6.2013	105
5-2-10	7503001007724	202167	3.2014	89
5-2-10	7503001007724	202221	3.2014	57
5-2-10	7503001007724	202380	6.2014	144
5-2-10	7503001007724	202381	6.2014	250
5-2-10	7503001007724	202415	7.2015	162
5-2-10	7503001007724	202536	8.2014	972
5-2-11	7502004401379	52070	5.2014	2436
5-2-11	7502004401379	92135	9.2014	10794
5-2-13	785120753349	212029	9.2014	40
5-2-13	785120753349	2I2155	9.2014	2323
5-2-14	785120753349	2I2117	9.2014	240
5-2-15	7501672690030	2102114	10.2014	2100
5-2-16	7501277060047	168K12	8.2016	60
5-2-16	7501277060047	853E12	5.2016	2460
5-2-17	7501672690030	2102114	10.2014	2100
5-2-18	7501672690030	2102114	10.2014	1600
5-2-21	7501573900450	SF1223	6.2014	3200
5-2-21	7501908253602	21190	9.2014	2320
5-2-22	7501573900450	SF1223	6.2014	10418
5-2-23	7501672690030	2102114	10.2014	2100
5-2-25	7501672690030	2102114	10.2014	2100
5-2-26	7502006927501	2J741	10.2014	1900
5-2-27	7502006927501	2J759	10.2014	2731
5-2-28	7503000997057	12072319	7.2014	6438
5-3-16	7501125195365	D111986	11.2014	864
5-3-17	7501125195365	D022279	2.2015	148
5-3-18	7501125195365	D052576	5.2015	648
5-3-20	7501125195365	D062739	6.2015	648
5-3-21	7501125195365	D052576	5.2015	648
5-3-22	7501125195365	D062654	6.2015	648
5-3-23	7501125195365	D062654	6.2015	648
5-3-23	7501125195365	D062739	6.2015	8
5-3-24	7501125195365	D062654	6.2015	648
5-3-25	7501125195365	D052576	5.2015	816
5-3-26	7501125195365	D052576	5.2015	648
5-3-27	7501125195365	D062739	6.2015	648
5-3-28	7501125195365	D062739	6.2015	648
5-3-29	7501125195471	A022115	2.2017	306
5-3-29	7501125195471	A121937	12.2016	38
5-3-30	7501125195471	A032228	3.2017	144
5-3-30	7501125195471	A121937	12.2016	360
5-3-30	7501125195471	A121971	12.2016	120
5-4-10	7501125195365	62654	6.2015	648
5-4-11	7501125195365	D062654	6.2015	648
5-4-12	7501125195365	DO52576	5.2015	648
5-4-13	7501125195365	D062739	6.2015	648
5-4-14	7501125195365	D022279	2.2015	648
5-4-15	7501125195365	D062654	6.2015	648
5-4-16	7501125195365	D052576	5.2015	10
5-4-16	7501125195365	D111054	11.2014	370
5-4-16	7501125195365	D111986	11.2014	480
5-4-17	7501125195365	D062739	6.2015	624
5-4-18	7501125195365	D042488	4.2015	648
5-4-19	7501125195365	D062739	6.2015	600
5-4-20	7501125195365	D022279	2.2015	648
5-4-21	7501125195365	D111054	11.2014	405
5-4-21	7501125195365	D111986	11.2014	299
5-4-22	7501125195365	D052576	5.2015	648
5-4-23	7501125195365	D062654	6.2015	672
5-4-24	7501125195365	D042488	4.2015	766
5-4-25	7501125195365	D052576	5.2015	648
5-4-26	7501125195365	D0627639	6.2015	648
5-4-27	7501125195365	D062739	6.2015	648
5-4-28	75025007	D092928	9.2014	670
5-4-29	7501125195471	A111821	11.2016	404
5-4-30	7501125195471	A022115	2.2017	624
5-4-30	7501125195471	A032228	3.2017	48
6-1-10	7501125195327	V402017	10.2015	130
6-1-11	10721	110847	5.2013	1944
6-1-11	10721	110849	5.2013	1944
6-1-11	10721	110886	5.2013	2775
6-1-11	10721	110895	5.2013	4860
6-1-11	10721	110896	5.2013	2917
6-1-11	10721	110898	5.2013	972
6-1-11	10721	111002	5.2013	972
6-1-11	10721	111004	5.2013	972
6-1-11	10721	111300	7.2013	972
6-1-11	10721	111303	8.2013	1943
6-1-14	7501125195327	D102021	10.2015	112
6-1-19	7501125195327	D102021	10.2015	600
6-1-20	7501125195327	D102021	10.2015	600
6-1-21	7501125195327	D102021	10.2015	600
6-1-22	7501125195327	D102021	10.2015	600
6-1-23	7501125195327	D102021	10.2015	600
6-1-24	7501125195327	D102021	10.2015	600
6-1-25	7501125195327	D102021	10.2015	600
6-1-26	7501125195327	D102021	10.2015	600
6-2-17	7501052710136	73H2K013	10.2014	360
6-2-18	7501052710136	73H2K013	10.2014	240
6-2-18	7501052710136	73H2K103	10.2014	120
6-2-19	7501052710136	73H2K013	10.2014	360
6-2-20	7501052710136	73H2K013	10.2014	360
6-2-21	7501052710136	73H2K013	10.2014	360
6-2-22	7501052710136	73H2K013	10.2014	360
6-2-24	7501052710136	73H2K013	10.2014	240
6-3-10	7501125195372	D082880	8.2015	360
6-3-11	7501052710112	73H2D132	4.2014	1440
6-3-12	7501052710112	73H1M122	12.2013	363
6-3-12	7501052710112	73H2D132	4.2014	960
6-3-13	7501052710112	73H2D132	4.2014	1440
6-3-14	7501052710112	73H2D102	4.2014	1440
6-3-15	7501052710112	73H2D102	4.2014	1440
6-3-16	7501052710112	73H1M122	12.2013	306
6-3-16	7501052710112	73H2B142	2.2014	144
6-3-16	7501052710112	73H2C072	3.2014	960
6-3-17	7501052710112	73H2D132	4.2014	1440
6-3-18	7501052710112	73H1G222	7.2013	1440
6-3-19	7501052710112	73H2D102	4.2014	1440
6-3-20	7501052710112	73H1G222	7.2013	1440
6-3-21	7501052710112	73H2D102	4.2014	1440
6-3-22	7501052710112	73H2D102	4.2014	1440
6-3-23	7501052710112	73H2D102	4.2014	480
6-3-23	7501052710112	73H2G102	6.2014	960
6-3-24	7501052710112	73H2D132	4.2014	1440
6-3-25	7501052710112	73H2G102	7.2014	1440
6-3-26	7501052710112	73H2G102	7.2014	1440
6-3-27	7501052710112	73H2G102	7.2014	1440
6-3-28	7501052710112	73H2D102	4.2014	384
6-3-28	7501052710112	73H2D132	4.2014	89
6-3-28	7501052710112	73H2G102	7.2014	288
6-3-29	7501052710112	73H2D132	4.2014	960
6-3-30	7501125195389	D092948	9.2015	800
6-4-10	7501125195372	D062655	6.2015	360
6-4-11	7501052710112	73H1G222	7.2013	48
6-4-11	7501052710112	73H1M122	12.2013	240
6-4-11	7501052710112	73H2C072	3.2014	192
6-4-11	7501052710112	73H2G102	7.2014	960
6-4-12	7501052710112	73H2D132	4.2014	1440
6-4-13	7501052710112	73H2D132	4.2014	1440
6-4-14	7501052710112	73H2D132	4.2014	1440
6-4-15	7501052710112	73H2G102	7.2014	1440
6-4-16	7501052710112	73H2D132	4.2014	1440
6-4-17	7501052710112	73H1M122	12.2013	1440
6-4-18	7501052710112	73H1G222	7.2013	960
6-4-18	7501052710112	73H2D132	4.2014	480
6-4-19	7501052710112	73H1M122	12.2013	480
6-4-19	7501052710112	73H2D102	4.2014	960
6-4-20	7501052710112	73H2D102	4.2014	1440
6-4-21	7501052710112	73H2G102	7.2014	1440
6-4-22	7501052710112	73H1M122	12.2013	1440
6-4-23	7501052710112	73H2D102	4.2014	1440
6-4-24	7501052710112	73H2D132	4.2014	960
6-4-24	7501052710112	73H2G102	7.2014	480
6-4-25	7501052710112	73H2G102	7.2014	1440
6-4-26	7501052710112	73H1M122	12.2013	1440
6-4-27	7501052710112	73H1M122	12.2013	480
6-4-27	7501052710112	73H2G102	7.2014	960
6-4-28	7501052710112	73H2G102	7.2014	1140
6-4-29	7501052710112	73H2D102	4.2014	1440
6-4-30	7501125195389	D052641	5.2015	367
6-4-30	7501125195389	D062694	6.2015	48
7-1-13	7501125198366	D111979	11.2014	3495
7-1-14	7501125195495	D022276	2.2015	319
7-1-14	7501125195495	D052556	5.2015	2800
7-1-14	7501125195495	D121161	12.2014	8
7-1-17	7501125197277	R05262	5.2015	8500
7-1-22	7501125195327	D102021	10.2015	100
7-1-23	7501125195327	D102021	10.2015	600
7-1-24	7501125195327	D102021	10.2015	600
7-1-25	7501125195327	D102021	10.2015	600
7-1-26	7501125196911	C078357	7.2013	2320
7-1-27	7501125195327	D102021	10.2015	600
7-1-28	7501125195327	D102021	10.2015	600
7-2-10	7501052710136	73H2K013	10.2014	360
7-2-11	7501052710136	73H2K013	10.2014	360
7-2-12	7501052710136	73H2K013	10.2014	360
7-2-13	7501052710136	73H2K013	10.2014	360
7-2-14	7501052710136	73H2K013	10.2014	360
7-2-15	7501052710136	73H2K013	10.2014	360
7-2-16	7501052710136	73H2K013	10.2014	360
7-2-17	7501052710136	73H2K013	10.2014	360
7-2-18	7501052710136	73H2K013	10.2014	360
7-2-19	7501052710136	73H2K013	10.2014	360
7-2-20	7501052710136	73H2K013	10.2014	360
7-2-21	7501052710136	73H2K013	10.2014	360
7-2-22	7501052710136	73H2K013	10.2014	360
7-2-23	7501052710136	73H2K013	10.2014	360
7-2-24	7501052710136	73H2K013	10.2014	352
7-3-10	7501052710211	73V1C332	3.2013	673
7-3-11	12145	Q042146	4.2014	945
7-3-12	12145	Q032043	3.2014	1160
7-3-13	12145	Q111405	11.2013	1050
7-3-14	12145	Q042146	4.2014	945
7-3-15	12145	Q142155	4.2014	945
7-3-16	12145	Q042155	4.2014	945
7-3-17	12145	Q042155	4.2014	945
7-3-18	12145	Q042146	4.2014	945
7-3-19	7501125199745	D022345	2.2015	192
7-3-19	7501125199745	D052595	5.2015	17
